filename,sample_ID,path,accession,study,biosample_accession,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,data_type,shear_method,size_selection,ccs_algorithm,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,notes
m84046_230727_225904_s1.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2095.bam,SRR29483263,SRP305758,SAMN41021675,2283495,41851544501,41.85,91.0,53059.0,18327,16201,17959,20169,16558,18440,20733,PG03778.HFSS_m84046_230727_225904_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230727_225904_s1.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230727_225904_s1.hifi_reads.bc2095.bam,SRR29483263,SRP305758,SAMN41021675,2283495,41851544501,41.85,91.0,53059.0,18327,16201,17959,20169,16558,18440,20733,PG03778.HFSS_m84046_230727_225904_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230731_200859_s2.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2095.bam,SRR29483242,SRP305758,SAMN41021675,415348,7492283139,7.49,332.0,48971.0,18038,15986,17660,19802,16321,18116,20351,PG03778.HFSS_m84046_230731_200859_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230731_200859_s2.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2095.bam,SRR29483242,SRP305758,SAMN41021675,415348,7492283139,7.49,332.0,48971.0,18038,15986,17660,19802,16321,18116,20351,PG03778.HFSS_m84046_230731_200859_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230731_200859_s2.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2095.bam,SRR29483242,SRP305758,SAMN41021675,415348,7492283139,7.49,332.0,48971.0,18038,15986,17660,19802,16321,18116,20351,PG03778.HFSS_m84046_230731_200859_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230731_200859_s2.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2095.bam,SRR29483242,SRP305758,SAMN41021675,415348,7492283139,7.49,332.0,48971.0,18038,15986,17660,19802,16321,18116,20351,PG03778.HFSS_m84046_230731_200859_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230731_200859_s2.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230731_200859_s2.hifi_reads.bc2095.bam,SRR29483242,SRP305758,SAMN41021675,415348,7492283139,7.49,332.0,48971.0,18038,15986,17660,19802,16321,18116,20351,PG03778.HFSS_m84046_230731_200859_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230728_202047_s3.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2095.bam,SRR29483243,SRP305758,SAMN41021675,2340299,42363322281,42.36,106.0,53713.0,18101,16034,17726,19871,16373,18184,20428,PG03778.HFSS_m84046_230728_202047_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230728_202047_s3.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2095.bam,SRR29483243,SRP305758,SAMN41021675,2340299,42363322281,42.36,106.0,53713.0,18101,16034,17726,19871,16373,18184,20428,PG03778.HFSS_m84046_230728_202047_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230728_202047_s3.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2095.bam,SRR29483243,SRP305758,SAMN41021675,2340299,42363322281,42.36,106.0,53713.0,18101,16034,17726,19871,16373,18184,20428,PG03778.HFSS_m84046_230728_202047_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230728_202047_s3.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2095.bam,SRR29483243,SRP305758,SAMN41021675,2340299,42363322281,42.36,106.0,53713.0,18101,16034,17726,19871,16373,18184,20428,PG03778.HFSS_m84046_230728_202047_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230728_202047_s3.hifi_reads.bc2095.bam,HG03778,s3://human-pangenomics/working/HPRC/HG03778/raw_data/PacBio_HiFi/m84046_230728_202047_s3.hifi_reads.bc2095.bam,SRR29483243,SRP305758,SAMN41021675,2340299,42363322281,42.36,106.0,53713.0,18101,16034,17726,19871,16373,18184,20428,PG03778.HFSS_m84046_230728_202047_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_033126_s1.hifi_reads.bc2020.bam,HG03209,s3://human-pangenomics/working/HPRC/HG03209/raw_data/PacBio_HiFi/m84046_230617_033126_s1.hifi_reads.bc2020.bam,SRR29483244,SRP305758,SAMN33758793,3004908,54844107587,54.84,171.0,53665.0,18251,15518,17532,20352,15993,18281,21360,HG03209.HFSS_m84046_230617_033126_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 22kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230513_215634_s1.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230513_215634_s1.hifi_reads.bc2014.bam,SRR29483245,SRP305758,SAMN41021610,3557844,64583935206,64.58,92.0,53733.0,18152,15498,17471,20321,15949,18213,21280,PG19776.HFSS_m84046_230513_215634_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230513_215634_s1.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230513_215634_s1.hifi_reads.bc2014.bam,SRR29483245,SRP305758,SAMN41021610,3557844,64583935206,64.58,92.0,53733.0,18152,15498,17471,20321,15949,18213,21280,PG19776.HFSS_m84046_230513_215634_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230513_215634_s1.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230513_215634_s1.hifi_reads.bc2014.bam,SRR29483245,SRP305758,SAMN41021610,3557844,64583935206,64.58,92.0,53733.0,18152,15498,17471,20321,15949,18213,21280,PG19776.HFSS_m84046_230513_215634_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230516_205603_s2.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230516_205603_s2.hifi_reads.bc2014.bam,SRR29483246,SRP305758,SAMN41021610,3570399,64385618990,64.39,351.0,51132.0,18033,15421,17346,20151,15856,18070,21108,PG19776.HFSS_m84046_230516_205603_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230516_205603_s2.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230516_205603_s2.hifi_reads.bc2014.bam,SRR29483246,SRP305758,SAMN41021610,3570399,64385618990,64.39,351.0,51132.0,18033,15421,17346,20151,15856,18070,21108,PG19776.HFSS_m84046_230516_205603_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230516_205603_s2.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230516_205603_s2.hifi_reads.bc2014.bam,SRR29483246,SRP305758,SAMN41021610,3570399,64385618990,64.39,351.0,51132.0,18033,15421,17346,20151,15856,18070,21108,PG19776.HFSS_m84046_230516_205603_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230516_212709_s3.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230516_212709_s3.hifi_reads.bc2014.bam,SRR29483265,SRP305758,SAMN41021610,3578712,64584192632,64.58,108.0,49787.0,18046,15422,17354,20179,15860,18087,21145,PG19776.HFSS_m84046_230516_212709_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230516_212709_s3.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230516_212709_s3.hifi_reads.bc2014.bam,SRR29483265,SRP305758,SAMN41021610,3578712,64584192632,64.58,108.0,49787.0,18046,15422,17354,20179,15860,18087,21145,PG19776.HFSS_m84046_230516_212709_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230516_212709_s3.hifi_reads.bc2014.bam,NA19776,s3://human-pangenomics/working/HPRC/NA19776/raw_data/PacBio_HiFi/m84046_230516_212709_s3.hifi_reads.bc2014.bam,SRR29483265,SRP305758,SAMN41021610,3578712,64584192632,64.58,108.0,49787.0,18046,15422,17354,20179,15860,18087,21145,PG19776.HFSS_m84046_230516_212709_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230906_222128_s4.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230906_222128_s4.hifi_reads.bc2034.bam,SRR29483266,SRP305758,SAMN41021687,3092444,61822391486,61.82,359.0,63360.0,19991,16853,19228,22437,17468,20142,23647,PG01048.HFSS_m84046_230906_222128_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230906_222128_s4.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230906_222128_s4.hifi_reads.bc2034.bam,SRR29483266,SRP305758,SAMN41021687,3092444,61822391486,61.82,359.0,63360.0,19991,16853,19228,22437,17468,20142,23647,PG01048.HFSS_m84046_230906_222128_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230906_222128_s4.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230906_222128_s4.hifi_reads.bc2034.bam,SRR29483266,SRP305758,SAMN41021687,3092444,61822391486,61.82,359.0,63360.0,19991,16853,19228,22437,17468,20142,23647,PG01048.HFSS_m84046_230906_222128_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230906_222128_s4.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230906_222128_s4.hifi_reads.bc2034.bam,SRR29483266,SRP305758,SAMN41021687,3092444,61822391486,61.82,359.0,63360.0,19991,16853,19228,22437,17468,20142,23647,PG01048.HFSS_m84046_230906_222128_s4,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230831_234545_s2.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2034.bam,SRR29483230,SRP305758,SAMN41021687,2821770,56024496861,56.02,128.0,59663.0,19854,16761,19095,22264,17360,19992,23444,PG01048.HFSS_m84046_230831_234545_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230831_234545_s2.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2034.bam,SRR29483230,SRP305758,SAMN41021687,2821770,56024496861,56.02,128.0,59663.0,19854,16761,19095,22264,17360,19992,23444,PG01048.HFSS_m84046_230831_234545_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230831_234545_s2.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2034.bam,SRR29483230,SRP305758,SAMN41021687,2821770,56024496861,56.02,128.0,59663.0,19854,16761,19095,22264,17360,19992,23444,PG01048.HFSS_m84046_230831_234545_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230831_234545_s2.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_234545_s2.hifi_reads.bc2034.bam,SRR29483230,SRP305758,SAMN41021687,2821770,56024496861,56.02,128.0,59663.0,19854,16761,19095,22264,17360,19992,23444,PG01048.HFSS_m84046_230831_234545_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230831_231439_s1.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2034.bam,SRR29483229,SRP305758,SAMN41021687,2857155,56294891530,56.29,112.0,60075.0,19703,16642,18931,22072,17227,19817,23257,PG01048.HFSS_m84046_230831_231439_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230831_231439_s1.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2034.bam,SRR29483229,SRP305758,SAMN41021687,2857155,56294891530,56.29,112.0,60075.0,19703,16642,18931,22072,17227,19817,23257,PG01048.HFSS_m84046_230831_231439_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230831_231439_s1.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2034.bam,SRR29483229,SRP305758,SAMN41021687,2857155,56294891530,56.29,112.0,60075.0,19703,16642,18931,22072,17227,19817,23257,PG01048.HFSS_m84046_230831_231439_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230831_231439_s1.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230831_231439_s1.hifi_reads.bc2034.bam,SRR29483229,SRP305758,SAMN41021687,2857155,56294891530,56.29,112.0,60075.0,19703,16642,18931,22072,17227,19817,23257,PG01048.HFSS_m84046_230831_231439_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230905_231311_s2.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2034.bam,SRR29483228,SRP305758,SAMN41021687,2041679,39578673831,39.58,164.0,58044.0,19385,16464,18631,21631,17002,19452,22752,PG01048.HFSS_m84046_230905_231311_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230905_231311_s2.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2034.bam,SRR29483228,SRP305758,SAMN41021687,2041679,39578673831,39.58,164.0,58044.0,19385,16464,18631,21631,17002,19452,22752,PG01048.HFSS_m84046_230905_231311_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230905_231311_s2.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2034.bam,SRR29483228,SRP305758,SAMN41021687,2041679,39578673831,39.58,164.0,58044.0,19385,16464,18631,21631,17002,19452,22752,PG01048.HFSS_m84046_230905_231311_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230905_231311_s2.hifi_reads.bc2034.bam,HG01048,s3://human-pangenomics/working/HPRC/HG01048/raw_data/PacBio_HiFi/m84046_230905_231311_s2.hifi_reads.bc2034.bam,SRR29483228,SRP305758,SAMN41021687,2041679,39578673831,39.58,164.0,58044.0,19385,16464,18631,21631,17002,19452,22752,PG01048.HFSS_m84046_230905_231311_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 23kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_195504_s2.hifi_reads.bc2067.bam,HG02486,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m84046_230707_195504_s2.hifi_reads.bc2067.bam,SRR29483249,SRP305758,SAMN17861238,1256460,26347065832,26.35,85.0,72036.0,20969,16342,19259,23914,17268,21072,26697,HG02486.HFSS_m84046_230707_195504_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 37kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_195504_s2.hifi_reads.bc2067.bam,HG02486,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m84046_230707_195504_s2.hifi_reads.bc2067.bam,SRR29483249,SRP305758,SAMN17861238,1256460,26347065832,26.35,85.0,72036.0,20969,16342,19259,23914,17268,21072,26697,HG02486.HFSS_m84046_230707_195504_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 37kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_202610_s3.hifi_reads.bc2067.bam,HG02486,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2067.bam,SRR29483248,SRP305758,SAMN17861238,1244789,25537218642,25.54,268.0,69861.0,20515,16188,18919,23266,17015,20540,25788,HG02486.HFSS_m84046_230707_202610_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 37kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230707_202610_s3.hifi_reads.bc2067.bam,HG02486,s3://human-pangenomics/working/HPRC/HG02486/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2067.bam,SRR29483248,SRP305758,SAMN17861238,1244789,25537218642,25.54,268.0,69861.0,20515,16188,18919,23266,17015,20540,25788,HG02486.HFSS_m84046_230707_202610_s3,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 37kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230617_040148_s2.hifi_reads.bc2054.bam,HG02165,s3://human-pangenomics/working/HPRC/HG02165/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2054.bam,SRR29483247,SRP305758,SAMN33758785,2340645,45376049257,45.38,279.0,54140.0,19386,16852,18792,21539,17301,19484,22463,PG02165.HFSS2_m84046_230617_040148_s2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230720_182350_s1.hifi_reads.bc2003.bam,HG03041,s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230720_182350_s1.hifi_reads.bc2003.bam,SRR29483241,SRP305758,SAMN33758790,590816,10936928289,10.94,126.0,52881.0,18511,15640,17728,20626,16140,18528,21716,HG03041.HFSS2_m84046_230720_182350_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230720_182350_s1.hifi_reads.bc2003.bam,HG03041,s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230720_182350_s1.hifi_reads.bc2003.bam,SRR29483241,SRP305758,SAMN33758790,590816,10936928289,10.94,126.0,52881.0,18511,15640,17728,20626,16140,18528,21716,HG03041.HFSS2_m84046_230720_182350_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
m84046_230720_182350_s1.hifi_reads.bc2003.bam,HG03041,s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230720_182350_s1.hifi_reads.bc2003.bam,SRR29483241,SRP305758,SAMN33758790,590816,10936928289,10.94,126.0,52881.0,18511,15640,17728,20626,16140,18528,21716,HG03041.HFSS2_m84046_230720_182350_s1,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Revio,HiFi sequencing of 21kb fractionated gDNA,unaligned reads,Megaruptor 3,Pippin HT,v7.0.0,P1,C1,University of Washington,kmiyamot@uw.edu,
