title	type	Description	Sample	Organism Name	Project Type	Sample Scope	LocusTagPrefix	Relevance	Target Material	Organization Name	Organization Type	Organization Role	Contact First Name	Contact Last Name	Contact Email
Assembly of HG03492 Maternal Haplotype	Genome sequencing and assembly	HG03492 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03492	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03492 Maternal Haplotype	Genome sequencing and assembly	HG03492 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03492	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01952 Maternal Haplotype	Genome sequencing and assembly	HG01952 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01952	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01952 Maternal Haplotype	Genome sequencing and assembly	HG01952 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01952	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02559 Maternal Haplotype	Genome sequencing and assembly	HG02559 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02559	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02559 Maternal Haplotype	Genome sequencing and assembly	HG02559 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02559	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01928 Maternal Haplotype	Genome sequencing and assembly	HG01928 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01928	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01928 Maternal Haplotype	Genome sequencing and assembly	HG01928 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01928	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01978 Maternal Haplotype	Genome sequencing and assembly	HG01978 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01978	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01978 Maternal Haplotype	Genome sequencing and assembly	HG01978 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01978	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
