title	type	Description	Sample	Organism Name	Project Type	Sample Scope	LocusTagPrefix	Relevance	Target Material	Organization Name	Organization Type	Organization Role	Contact First Name	Contact Last Name	Contact Email
Assembly of NA19175 Haplotype 1	Genome sequencing and assembly	NA19175 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19175	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19175 Haplotype 2	Genome sequencing and assembly	NA19175 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19175	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02392 Haplotype 1	Genome sequencing and assembly	HG02392 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG02392	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02392 Haplotype 2	Genome sequencing and assembly	HG02392 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG02392	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00867 Haplotype 1	Genome sequencing and assembly	HG00867 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00867	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00867 Haplotype 2	Genome sequencing and assembly	HG00867 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00867	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02178 Haplotype 1	Genome sequencing and assembly	HG02178 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG02178	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02178 Haplotype 2	Genome sequencing and assembly	HG02178 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG02178	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18620 Haplotype 1	Genome sequencing and assembly	NA18620 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18620	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18620 Haplotype 2	Genome sequencing and assembly	NA18620 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18620	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18608 Haplotype 1	Genome sequencing and assembly	NA18608 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18608	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18608 Haplotype 2	Genome sequencing and assembly	NA18608 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18608	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18974 Haplotype 1	Genome sequencing and assembly	NA18974 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18974	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18974 Haplotype 2	Genome sequencing and assembly	NA18974 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18974	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18952 Haplotype 1	Genome sequencing and assembly	NA18952 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18952	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18952 Haplotype 2	Genome sequencing and assembly	NA18952 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18952	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18976 Haplotype 1	Genome sequencing and assembly	NA18976 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18976	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18976 Haplotype 2	Genome sequencing and assembly	NA18976 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18976	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA20870 Haplotype 1	Genome sequencing and assembly	NA20870 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA20870	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA20870 Haplotype 2	Genome sequencing and assembly	NA20870 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA20870	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA21110 Haplotype 1	Genome sequencing and assembly	NA21110 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA21110	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA21110 Haplotype 2	Genome sequencing and assembly	NA21110 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA21110	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03874 Haplotype 1	Genome sequencing and assembly	HG03874 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03874	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03874 Haplotype 2	Genome sequencing and assembly	HG03874 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03874	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18508 Haplotype 1	Genome sequencing and assembly	NA18508 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18508	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18508 Haplotype 2	Genome sequencing and assembly	NA18508 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18508	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA21093 Haplotype 1	Genome sequencing and assembly	NA21093 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA21093	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA21093 Haplotype 2	Genome sequencing and assembly	NA21093 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA21093	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03611 Haplotype 1	Genome sequencing and assembly	HG03611 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03611	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03611 Haplotype 2	Genome sequencing and assembly	HG03611 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03611	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA21106 Haplotype 1	Genome sequencing and assembly	NA21106 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA21106	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA21106 Haplotype 2	Genome sequencing and assembly	NA21106 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA21106	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA20503 Haplotype 1	Genome sequencing and assembly	NA20503 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA20503	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA20503 Haplotype 2	Genome sequencing and assembly	NA20503 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA20503	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03270 Haplotype 1	Genome sequencing and assembly	HG03270 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03270	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03270 Haplotype 2	Genome sequencing and assembly	HG03270 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03270	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00320 Haplotype 1	Genome sequencing and assembly	HG00320 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00320	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00320 Haplotype 2	Genome sequencing and assembly	HG00320 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00320	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01786 Haplotype 1	Genome sequencing and assembly	HG01786 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01786	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01786 Haplotype 2	Genome sequencing and assembly	HG01786 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG01786	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00146 Haplotype 1	Genome sequencing and assembly	HG00146 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00146	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00146 Haplotype 2	Genome sequencing and assembly	HG00146 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00146	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00232 Haplotype 1	Genome sequencing and assembly	HG00232 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00232	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00232 Haplotype 2	Genome sequencing and assembly	HG00232 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00232	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00321 Haplotype 1	Genome sequencing and assembly	HG00321 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00321	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00321 Haplotype 2	Genome sequencing and assembly	HG00321 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00321	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00126 Haplotype 1	Genome sequencing and assembly	HG00126 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00126	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00126 Haplotype 2	Genome sequencing and assembly	HG00126 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00126	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00133 Haplotype 1	Genome sequencing and assembly	HG00133 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00133	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00133 Haplotype 2	Genome sequencing and assembly	HG00133 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00133	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00290 Haplotype 1	Genome sequencing and assembly	HG00290 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00290	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00290 Haplotype 2	Genome sequencing and assembly	HG00290 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00290	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19443 Haplotype 1	Genome sequencing and assembly	NA19443 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19443	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19443 Haplotype 2	Genome sequencing and assembly	NA19443 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19443	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00128 Haplotype 1	Genome sequencing and assembly	HG00128 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00128	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00128 Haplotype 2	Genome sequencing and assembly	HG00128 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00128	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19036 Haplotype 1	Genome sequencing and assembly	NA19036 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19036	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA19036 Haplotype 2	Genome sequencing and assembly	NA19036 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA19036	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18505 Haplotype 1	Genome sequencing and assembly	NA18505 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18505	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of NA18505 Haplotype 2	Genome sequencing and assembly	NA18505 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	NA18505	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00243 Haplotype 1	Genome sequencing and assembly	HG00243 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00243	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00243 Haplotype 2	Genome sequencing and assembly	HG00243 haplotype 2 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG00243	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03583 Haplotype 1	Genome sequencing and assembly	HG03583 haplotype1 assembly generated by the Human Pangenome Reference Consortium using HiC phasing. Mitochondrial sequences are included in haplotype 2. For male samples, chrY sequences are included in haplotype 1 and chrX sequences are included in haplotype 2.	HG03583	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
